Conc1	3E-06	
Start1	480.02	
Stop1	5779.82	
Kobs	1.85483089300123E-05	
Error Kobs	2.44549574264042E-07	
Koff	0	
Error Koff	0	
Time1	Data1	Fit1	
574.02	0.37931698	0.39316338	
574.22	0.37969314	0.3931666	
574.42	0.37973695	0.39316976	
574.62	0.37994668	0.39317288	
574.82	0.38004318	0.39317595	
575.02	0.38093745	0.39317896	
575.22	0.38093172	0.39318193	
575.42	0.38136669	0.39318485	
575.62	0.38153479	0.39318773	
575.82	0.38179593	0.39319056	
576.02	0.38148705	0.39319334	
576.22	0.38173252	0.39319608	
576.42	0.38146472	0.39319878	
576.62	0.38163775	0.39320143	
576.82	0.38142071	0.39320404	
577.02	0.38158754	0.39320661	
577.22	0.38218699	0.39320913	
577.42	0.38301935	0.39321162	
577.62	0.38331203	0.39321407	
577.82	0.38411941	0.39321647	
578.02	0.38417716	0.39321884	
578.22	0.38400831	0.39322117	
578.42	0.38380669	0.39322347	
578.62	0.38409745	0.39322573	
578.82	0.38388445	0.39322795	
579.02	0.38425275	0.39323013	
579.22	0.38405758	0.39323228	
579.42	0.38392178	0.3932344	
579.62	0.38365152	0.39323648	
579.82	0.38372731	0.39323853	
580.02	0.38363237	0.39324055	
580.22	0.38351162	0.39324253	
580.42	0.38376118	0.39324448	
580.62	0.38394759	0.39324641	
580.82	0.38415569	0.3932483	
581.02	0.38478603	0.39325016	
581.22	0.38499337	0.39325199	
581.42	0.38525884	0.39325379	
581.62	0.38598829	0.39325556	
581.82	0.3855611	0.3932573	
582.02	0.3850385	0.39325902	
582.22	0.38462489	0.39326071	
582.42	0.38491689	0.39326237	
582.62	0.3853373	0.39326401	
582.82	0.38514025	0.39326561	
583.02	0.38614839	0.3932672	
583.22	0.38590594	0.39326875	
583.42	0.38659272	0.39327029	
583.62	0.38657925	0.3932718	
583.82	0.38670427	0.39327328	
584.02	0.38693877	0.39327474	
584.22	0.3872954	0.39327618	
584.42	0.38761879	0.39327759	
584.62	0.38693552	0.39327898	
584.82	0.3869762	0.39328035	
585.02	0.38683635	0.3932817	
585.22	0.38695788	0.39328303	
585.42	0.38686186	0.39328433	
585.62	0.38673694	0.39328562	
585.82	0.38613043	0.39328688	
586.02	0.3869095	0.39328812	
586.22	0.38680794	0.39328934	
586.42	0.38719839	0.39329055	
586.62	0.38742117	0.39329173	
586.82	0.38810527	0.3932929	
587.02	0.38882025	0.39329405	
587.22	0.38878276	0.39329517	
587.42	0.38973078	0.39329628	
587.62	0.38985042	0.39329738	
587.82	0.390477	0.39329845	
588.02	0.39087122	0.39329951	
588.22	0.39096115	0.39330055	
588.42	0.39094535	0.39330158	
588.62	0.3906165	0.39330258	
588.82	0.39078041	0.39330357	
589.02	0.39078061	0.39330455	
589.22	0.39050232	0.39330551	
589.42	0.38956537	0.39330646	
589.62	0.38991146	0.39330739	
589.82	0.39010438	0.3933083	
590.02	0.39046098	0.3933092	
590.22	0.39026455	0.39331009	
590.42	0.3904588	0.39331096	
590.62	0.39037037	0.39331182	
590.82	0.39055704	0.39331266	
591.02	0.3906627	0.39331349	
591.22	0.3912275	0.39331431	
591.42	0.39174554	0.39331511	
591.62	0.39147	0.39331591	
591.82	0.39169475	0.39331668	
592.02	0.39191702	0.39331745	
592.22	0.39189101	0.3933182	
592.42	0.39194605	0.39331895	
592.62	0.39188575	0.39331968	
592.82	0.39176343	0.3933204	
593.02	0.39117011	0.3933211	
593.22	0.39074289	0.3933218	
593.42	0.39071545	0.39332248	
593.62	0.39153364	0.39332316	
593.82	0.39169882	0.39332382	
594.02	0.39252656	0.39332447	
594.22	0.39291177	0.39332511	
594.42	0.39251724	0.39332574	
594.62	0.39226892	0.39332637	
594.82	0.3923649	0.39332698	
595.02	0.39236241	0.39332758	
595.22	0.39204568	0.39332817	
595.42	0.39148561	0.39332875	
595.62	0.39126657	0.39332933	
595.82	0.39168052	0.39332989	
596.02	0.39158572	0.39333045	
596.22	0.39143945	0.39333099	
596.42	0.39135867	0.39333153	
596.62	0.39161058	0.39333206	
596.82	0.39159952	0.39333258	
597.02	0.39137448	0.39333309	
597.22	0.39149039	0.3933336	
597.42	0.39200213	0.39333409	
597.62	0.3926025	0.39333458	
597.82	0.39275749	0.39333506	
598.02	0.39330761	0.39333553	
598.22	0.3935123	0.393336	
598.42	0.39378108	0.39333645	
