	Sensor	Step Name	Step Type	Time (sec)	Binding (nm)	subtracted
17517	H1	Baseline	BASELINE	568.49207	0.027545743	-0.33614369618148887
17518	H1	Baseline	BASELINE	568.991	0.018535959	-0.3496824199929961
17519	H1	Baseline	BASELINE	569.491	0.026058128	-0.33795094067604625
17520	H1	Association	ASSOC	569.991	0.0017490077	-0.40891246750393295
17521	H1	Association	ASSOC	570.49005	0.0076797996	-0.4284731815233954
17522	H1	Association	ASSOC	570.99005	0.01576701	-0.44048102150113666
17523	H1	Association	ASSOC	571.489	0.018135738	-0.4559604576453694
17524	H1	Association	ASSOC	571.98804	0.025796207	-0.45823286423833454
17525	H1	Association	ASSOC	572.487	0.029210104	-0.46624297226221645
17526	H1	Association	ASSOC	572.986	0.030874828	-0.47119194964320743
17527	H1	Association	ASSOC	573.48505	0.035991527	-0.47059179233760917
17528	H1	Association	ASSOC	573.98505	0.034453396	-0.48009542884678924
17529	H1	Association	ASSOC	574.484	0.037486196	-0.48209886389226997
17530	H1	Association	ASSOC	574.98303	0.039459508	-0.48465514691920364
17531	H1	Association	ASSOC	575.49805	0.04108601	-0.4890016256496438
17532	H1	Association	ASSOC	575.981	0.04416817	-0.4887114069089421
17533	H1	Association	ASSOC	576.49603	0.04414216	-0.4914841777309903
17534	H1	Association	ASSOC	576.98004	0.04781819	-0.49444035577030265
17535	H1	Association	ASSOC	577.49506	0.050882235	-0.49304041402788246
17536	H1	Association	ASSOC	577.994	0.047777686	-0.4971199757084378
17537	H1	Association	ASSOC	578.49304	0.050060112	-0.5002761161551007
17538	H1	Association	ASSOC	578.992	0.049119	-0.49988846244664276
17539	H1	Association	ASSOC	579.491	0.05186455	-0.5024794949814805
17540	H1	Association	ASSOC	579.991	0.05159938	-0.5059791705235966
17541	H1	Association	ASSOC	580.49005	0.054399576	-0.5038975677117833
17542	H1	Association	ASSOC	580.989	0.054044574	-0.5059021277949342
17543	H1	Association	ASSOC	581.48804	0.052906133	-0.5091505734846123
17544	H1	Association	ASSOC	581.987	0.05454344	-0.5131612843498715
17545	H1	Association	ASSOC	582.487	0.05512044	-0.5095415278002747
17546	H1	Association	ASSOC	582.986	0.05420458	-0.5150014659986027
17547	H1	Association	ASSOC	583.48505	0.059661563	-0.5128007433042058
17548	H1	Association	ASSOC	583.984	0.0551359	-0.515515500180436
17549	H1	Association	ASSOC	584.48303	0.05830951	-0.5152027322575577
17550	H1	Association	ASSOC	584.98303	0.060618922	-0.5155428065583237
17551	H1	Association	ASSOC	585.48206	0.05983282	-0.5170441059991845
17552	H1	Association	ASSOC	585.981	0.061790682	-0.5146774141714104
17553	H1	Association	ASSOC	586.49603	0.059997942	-0.5187944969758519
17554	H1	Association	ASSOC	586.99506	0.0593869	-0.520415300004197
17555	H1	Association	ASSOC	587.494	0.062365998	-0.5192879414782056
17556	H1	Association	ASSOC	587.99304	0.06146098	-0.5189600377008446
17557	H1	Association	ASSOC	588.49304	0.0601082	-0.5251623703763016
17558	H1	Association	ASSOC	588.992	0.061391976	-0.521673997364951
17559	H1	Association	ASSOC	589.491	0.064210504	-0.5233030481860169
17560	H1	Association	ASSOC	589.99005	0.061123133	-0.5252187116667756
17561	H1	Association	ASSOC	590.489	0.06417686	-0.5257507427260407
17562	H1	Association	ASSOC	590.989	0.06521326	-0.5230970247313508
17563	H1	Association	ASSOC	591.48804	0.059841752	-0.5301685197875031
17564	H1	Association	ASSOC	591.987	0.06527702	-0.527239093057824
17565	H1	Association	ASSOC	592.486	0.06546281	-0.5273501886651047
17566	H1	Association	ASSOC	592.98505	0.0630419	-0.533450612299157
17567	H1	Association	ASSOC	593.48505	0.06489897	-0.5292612774893769
17568	H1	Association	ASSOC	593.984	0.063744284	-0.5328331677839288
17569	H1	Association	ASSOC	594.48303	0.0668512	-0.5321204526946076
17570	H1	Association	ASSOC	594.99805	0.064305805	-0.5332874296829232
17571	H1	Association	ASSOC	595.481	0.06733101	-0.535204642884446
17572	H1	Association	ASSOC	595.99603	0.067899205	-0.5338969318792351
17573	H1	Association	ASSOC	596.49506	0.064758755	-0.5349500863477715
17574	H1	Association	ASSOC	596.99506	0.064681664	-0.5397357656285294
17575	H1	Association	ASSOC	597.494	0.06786347	-0.5340130119249352
17576	H1	Association	ASSOC	597.99304	0.06657047	-0.5382054834291466
17577	H1	Association	ASSOC	598.492	0.06970215	-0.5324168069884309
17578	H1	Association	ASSOC	598.991	0.06652879	-0.536276215188218
17579	H1	Association	ASSOC	599.49005	0.06998749	-0.5358711792752274
17580	H1	Association	ASSOC	599.99005	0.0698392	-0.5362349985763558
17581	H1	Association	ASSOC	600.489	0.06705611	-0.5415363250896462
17582	H1	Association	ASSOC	600.98804	0.067929305	-0.5405990569517144
17583	H1	Association	ASSOC	601.487	0.067608304	-0.5412636785432824
17584	H1	Association	ASSOC	601.986	0.06891757	-0.5427610142752656
17585	H1	Association	ASSOC	602.486	0.06865988	-0.5428066341802605
17586	H1	Association	ASSOC	602.98505	0.07090061	-0.5401157079860696
17587	H1	Association	ASSOC	603.484	0.070317425	-0.5391233651563653
17588	H1	Association	ASSOC	603.98303	0.06885376	-0.5426337360069283
17589	H1	Association	ASSOC	604.48206	0.0713871	-0.5432596816346177
17590	H1	Association	ASSOC	604.98206	0.07073663	-0.5424960865304002
17591	H1	Association	ASSOC	605.481	0.07129796	-0.5430172397419938
17592	H1	Association	ASSOC	605.99603	0.06829494	-0.5472967489287385
17593	H1	Association	ASSOC	606.49506	0.06838352	-0.5475055365488061
17594	H1	Association	ASSOC	606.994	0.070633195	-0.5457863448783883
17595	H1	Association	ASSOC	607.49304	0.07224684	-0.5436876355335244
17596	H1	Association	ASSOC	607.992	0.07312169	-0.5468807457611092
17597	H1	Association	ASSOC	608.492	0.068946145	-0.549903118483735
17598	H1	Association	ASSOC	608.991	0.070295714	-0.5487243174240121
17599	H1	Association	ASSOC	609.49005	0.072798066	-0.547051840893937
17600	H1	Association	ASSOC	609.989	0.07414205	-0.5455572320744523
17601	H1	Association	ASSOC	610.48804	0.072737865	-0.5479612885639199
17602	H1	Association	ASSOC	610.98804	0.06835908	-0.5505894883200654
17603	H1	Association	ASSOC	611.487	0.07058682	-0.552189552657319
17604	H1	Association	ASSOC	611.986	0.07163366	-0.5482300757095345
17605	H1	Association	ASSOC	612.48505	0.073182575	-0.5494953333065041
17606	H1	Association	ASSOC	612.984	0.072847605	-0.5517424805686005
17607	H1	Association	ASSOC	613.48303	0.07122852	-0.5520087792202958
17608	H1	Association	ASSOC	613.98303	0.073260725	-0.5498642190024384
17609	H1	Association	ASSOC	614.48206	0.0714674	-0.5538887246176728
17610	H1	Association	ASSOC	614.981	0.07066355	-0.5549090592786797
17611	H1	Association	ASSOC	615.49603	0.07368168	-0.5493927164599427
17612	H1	Association	ASSOC	615.99506	0.0724628	-0.5537128313109406
17613	H1	Association	ASSOC	616.494	0.07335314	-0.5573529167696961
17614	H1	Association	ASSOC	616.994	0.073453106	-0.5535307018682488
17615	H1	Association	ASSOC	617.49304	0.074204825	-0.5511455176994332
17616	H1	Association	ASSOC	617.992	0.07393975	-0.5539416460916528
17617	H1	Association	ASSOC	618.491	0.07380374	-0.5558835579678544
17618	H1	Association	ASSOC	618.99005	0.0727782	-0.5564967482015618
17619	H1	Association	ASSOC	619.489	0.07558356	-0.5553137077614793
17620	H1	Association	ASSOC	619.989	0.07228019	-0.5582127212211617
17621	H1	Association	ASSOC	620.48804	0.075538784	-0.5560711188838013
17622	H1	Association	ASSOC	620.987	0.0718036	-0.5566739006564149
17623	H1	Association	ASSOC	621.486	0.07316576	-0.5572062148377427
17624	H1	Association	ASSOC	621.986	0.07449658	-0.5591273619458207
17625	H1	Association	ASSOC	622.48505	0.07611968	-0.5560721396133431
17626	H1	Association	ASSOC	622.984	0.07724599	-0.5557020990774163
17627	H1	Association	ASSOC	623.48303	0.074551255	-0.5585391088053712
17628	H1	Association	ASSOC	623.98206	0.07574753	-0.5587516515180596
17629	H1	Association	ASSOC	624.481	0.07525212	-0.5559730915948876
17630	H1	Association	ASSOC	624.99603	0.07328856	-0.5612211688086518
17631	H1	Association	ASSOC	625.48004	0.07414602	-0.5618538870141038
17632	H1	Association	ASSOC	625.99506	0.07414322	-0.5589328347370156
17633	H1	Association	ASSOC	626.494	0.07642386	-0.5595377771780022
17634	H1	Association	ASSOC	626.99304	0.07224203	-0.562017062179757
17635	H1	Association	ASSOC	627.492	0.07518253	-0.5628567500636109
17636	H1	Association	ASSOC	627.991	0.07750524	-0.5606694011613854
17637	H1	Association	ASSOC	628.491	0.07507395	-0.5599651275798806
17638	H1	Association	ASSOC	628.99005	0.07693953	-0.5617539076730736
17639	H1	Association	ASSOC	629.489	0.07465046	-0.5624936162158974
17640	H1	Association	ASSOC	629.98804	0.075131565	-0.5638363524004945
17641	H1	Association	ASSOC	630.487	0.07800734	-0.5602987273261079
17642	H1	Association	ASSOC	630.987	0.07424019	-0.563679040841771
17643	H1	Association	ASSOC	631.486	0.07680699	-0.5629351897761353
17644	H1	Association	ASSOC	631.98505	0.078155436	-0.5610012500211724
17645	H1	Association	ASSOC	632.484	0.07619387	-0.5645834668204316
17646	H1	Association	ASSOC	632.98303	0.07689356	-0.5636361776515969
17647	H1	Association	ASSOC	633.48303	0.0760707	-0.5660150139257439
17648	H1	Association	ASSOC	633.98206	0.07737673	-0.5618622093126305
17649	H1	Association	ASSOC	634.481	0.07737314	-0.5652804313823708
17650	H1	Association	ASSOC	634.99603	0.07665834	-0.566434459261609
17651	H1	Association	ASSOC	635.495	0.07983979	-0.5622241138145455
17652	H1	Association	ASSOC	635.994	0.076780036	-0.5648292018696793
17653	H1	Association	ASSOC	636.49304	0.07816011	-0.5643616183325776
17654	H1	Association	ASSOC	636.992	0.07901516	-0.5618056892082223
17655	H1	Association	ASSOC	637.492	0.078766875	-0.5638296543285378
17656	H1	Association	ASSOC	637.991	0.078532726	-0.5661155744120606
17657	H1	Association	ASSOC	638.49005	0.077098064	-0.5683115659877785
17658	H1	Association	ASSOC	638.989	0.074254945	-0.5678935958668717
17659	H1	Association	ASSOC	639.489	0.07728019	-0.5672632618472108
17660	H1	Association	ASSOC	639.98804	0.07723819	-0.568447472028447
17661	H1	Association	ASSOC	640.48706	0.08074704	-0.5645499392077454
17662	H1	Association	ASSOC	640.986	0.07402004	-0.5719626261517533
17663	H1	Association	ASSOC	641.48505	0.080727234	-0.5634357644841202
17664	H1	Association	ASSOC	641.984	0.07619943	-0.5686434222981461
17665	H1	Association	ASSOC	642.484	0.07992836	-0.5660124658271798
17666	H1	Association	ASSOC	642.98303	0.079101905	-0.5671768202111253
17667	H1	Association	ASSOC	643.48206	0.07508305	-0.5717491670176514
17668	H1	Association	ASSOC	643.981	0.07931638	-0.5665469034239777
17669	H1	Association	ASSOC	644.48004	0.077524066	-0.5694865448996552
17670	H1	Association	ASSOC	644.995	0.07778665	-0.5704606412574776
17671	H1	Association	ASSOC	645.494	0.08064048	-0.5657304539010056
17672	H1	Association	ASSOC	645.994	0.07690127	-0.5716745569035538
17673	H1	Association	ASSOC	646.49304	0.07993755	-0.5719727440402039
17674	H1	Association	ASSOC	646.992	0.07438043	-0.5732310576960572
17675	H1	Association	ASSOC	647.491	0.08137893	-0.5672746239826211
17676	H1	Association	ASSOC	647.99005	0.08079986	-0.5683919204995164
17677	H1	Association	ASSOC	648.49005	0.07578336	-0.5737690939232835
17678	H1	Association	ASSOC	648.989	0.08184018	-0.5676207183525094
17679	H1	Association	ASSOC	649.48804	0.07791636	-0.5727608292028435
17680	H1	Association	ASSOC	649.98706	0.077626675	-0.5730174346491822
17681	H1	Association	ASSOC	650.486	0.07778547	-0.5710719315931329
17682	H1	Association	ASSOC	650.986	0.07589341	-0.5742338089868554
17683	H1	Association	ASSOC	651.48505	0.07845309	-0.5716754435226449
17684	H1	Association	ASSOC	651.984	0.07851806	-0.5729152126833924
17685	H1	Association	ASSOC	652.48303	0.07935872	-0.5734471915885934
17686	H1	Association	ASSOC	652.98206	0.0809104	-0.5712378932759293
17687	H1	Association	ASSOC	653.497	0.08056558	-0.5730999498292931
17688	H1	Association	ASSOC	653.981	0.08050907	-0.5711711509749421
17689	H1	Association	ASSOC	654.49603	0.0795065	-0.571355940274907
17690	H1	Association	ASSOC	654.995	0.081321105	-0.5723101510331162
17691	H1	Association	ASSOC	655.494	0.078923866	-0.5725944055840501
17692	H1	Association	ASSOC	655.99304	0.07957651	-0.5735734416768082
17693	H1	Association	ASSOC	656.492	0.08239499	-0.5717070265337952
17694	H1	Association	ASSOC	656.992	0.079614304	-0.5755751370117196
17695	H1	Association	ASSOC	657.491	0.080811575	-0.572402150802327
17696	H1	Association	ASSOC	657.99005	0.082407914	-0.5736756561920174
17697	H1	Association	ASSOC	658.489	0.08155504	-0.5736855431124696
17698	H1	Association	ASSOC	658.98804	0.0798161	-0.5724264843985566
17699	H1	Association	ASSOC	659.48804	0.07969082	-0.5745750455781945
17700	H1	Association	ASSOC	659.98706	0.081603065	-0.5734304501339921
17701	H1	Association	ASSOC	660.486	0.08040572	-0.5750195770189294
17702	H1	Association	ASSOC	660.98505	0.08229235	-0.5718609853312501
17703	H1	Association	ASSOC	661.484	0.08102852	-0.5791338546797761
17704	H1	Association	ASSOC	661.98303	0.079795524	-0.5762689127251633
17705	H1	Association	ASSOC	662.48303	0.08122149	-0.5757517381236085
17706	H1	Association	ASSOC	662.98206	0.07865299	-0.5773786021992692
17707	H1	Association	ASSOC	663.481	0.08147176	-0.5754384635612496
17708	H1	Association	ASSOC	663.99603	0.08074428	-0.57537880676241
17709	H1	Association	ASSOC	664.495	0.081619576	-0.5752024366185197
17710	H1	Association	ASSOC	664.994	0.08240155	-0.5762873380109795
17711	H1	Association	ASSOC	665.49304	0.07862198	-0.5801561935469636
17712	H1	Association	ASSOC	665.99304	0.0806487	-0.575521895162774
17713	H1	Association	ASSOC	666.492	0.081278585	-0.5758789418861398
17714	H1	Association	ASSOC	666.991	0.081679784	-0.5781620381996163
17715	H1	Association	ASSOC	667.49005	0.08032506	-0.5778930126354226
17716	H1	Association	ASSOC	667.989	0.078245	-0.5791533901021012
17717	H1	Association	ASSOC	668.489	0.07966839	-0.577512802056981
17718	H1	Association	ASSOC	668.98804	0.08230926	-0.5755578591153153
17719	H1	Association	ASSOC	669.48706	0.078947626	-0.5791231034919747
17720	H1	Association	ASSOC	669.986	0.08151371	-0.5799321322366723
17721	H1	Association	ASSOC	670.48505	0.079752795	-0.5817049680873879
17722	H1	Association	ASSOC	670.98505	0.08264804	-0.5739714963957795
17723	H1	Association	ASSOC	671.484	0.0821128	-0.578800657264901
17724	H1	Association	ASSOC	671.98303	0.08143792	-0.5779843418523797
17725	H1	Association	ASSOC	672.48206	0.080209136	-0.5809193118140229
17726	H1	Association	ASSOC	672.981	0.07979542	-0.5787622197196015
17727	H1	Association	ASSOC	673.49603	0.08162637	-0.5790545656010636
17728	H1	Association	ASSOC	673.995	0.08202843	-0.5811362876221665
17729	H1	Association	ASSOC	674.495	0.08167314	-0.5810219584629067
17730	H1	Association	ASSOC	674.994	0.081785046	-0.5818944214508065
17731	H1	Association	ASSOC	675.49304	0.08110676	-0.5787224857732781
17732	H1	Association	ASSOC	675.992	0.08268669	-0.5766119523570069
17733	H1	Association	ASSOC	676.491	0.08237757	-0.5795091702267655
17734	H1	Association	ASSOC	676.991	0.07958389	-0.5835219411775597
17735	H1	Association	ASSOC	677.49005	0.08079047	-0.5816193609163293
17736	H1	Association	ASSOC	677.989	0.0805695	-0.5806941329166421
17737	H1	Association	ASSOC	678.48804	0.07951902	-0.5853031291291245
17738	H1	Association	ASSOC	678.98706	0.08101751	-0.5837929560467728
17739	H1	Association	ASSOC	679.48706	0.08310905	-0.5772977633997926
17740	H1	Association	ASSOC	679.986	0.081767574	-0.5815248204991349
17741	H1	Association	ASSOC	680.48505	0.07934537	-0.5801193355247506
17742	H1	Association	ASSOC	680.984	0.0825057	-0.583753453068448
17743	H1	Association	ASSOC	681.48303	0.08066779	-0.5801672278568276
17744	H1	Association	ASSOC	681.98303	0.08047968	-0.5831252797171601
17745	H1	Association	ASSOC	682.48206	0.08355153	-0.580117979519082
17746	H1	Association	ASSOC	682.981	0.080026746	-0.5836741788908967
17747	H1	Association	ASSOC	683.49603	0.0788069	-0.5849864720031747
17748	H1	Association	ASSOC	683.995	0.08001213	-0.5848405970856675
17749	H1	Association	ASSOC	684.494	0.08142436	-0.5821440009996423
17750	H1	Association	ASSOC	684.99304	0.083236255	-0.5824612467214593
17751	H1	Association	ASSOC	685.49304	0.08159732	-0.5836448608562478
17752	H1	Association	ASSOC	685.992	0.0840144	-0.5814955248162278
17753	H1	Association	ASSOC	686.491	0.08291371	-0.584206373862935
17754	H1	Association	ASSOC	686.99005	0.08276141	-0.5836291177794465
17755	H1	Association	ASSOC	687.489	0.08280215	-0.58468236165495
17756	H1	Association	ASSOC	687.98804	0.082496576	-0.5800862251445779
17757	H1	Association	ASSOC	688.48804	0.08316709	-0.584062011413289
17758	H1	Association	ASSOC	688.98706	0.08381139	-0.5814628018662461
17759	H1	Association	ASSOC	689.486	0.082979806	-0.5812380103990563
17760	H1	Association	ASSOC	689.98505	0.08267846	-0.5844236849472054
17761	H1	Association	ASSOC	690.484	0.08145304	-0.5848345472142228
17762	H1	Association	ASSOC	690.984	0.08518567	-0.5818734406158456
17763	H1	Association	ASSOC	691.48303	0.08342691	-0.5864483429715165
17764	H1	Association	ASSOC	691.98206	0.0821639	-0.5852002664134034
17765	H1	Association	ASSOC	692.481	0.08419818	-0.583954320721341
17766	H1	Association	ASSOC	692.99603	0.08255181	-0.5822214646861085
17767	H1	Association	ASSOC	693.495	0.082664125	-0.5836116610691079
17768	H1	Association	ASSOC	693.994	0.08303894	-0.5820219828412064
17769	H1	Association	ASSOC	694.494	0.08269867	-0.5839295549914368
17770	H1	Association	ASSOC	694.99304	0.08206699	-0.5874347178861626
17771	H1	Association	ASSOC	695.492	0.079951905	-0.5895012854263314
17772	H1	Association	ASSOC	695.991	0.08202096	-0.5886749862358102
17773	H1	Association	ASSOC	696.49005	0.08301678	-0.5836482806727418
17774	H1	Association	ASSOC	696.99005	0.08082405	-0.5883718295619019
17775	H1	Association	ASSOC	697.489	0.08437322	-0.5848106159493455
17776	H1	Association	ASSOC	697.98804	0.083359726	-0.5845058350488671
17777	H1	Association	ASSOC	698.48706	0.08425884	-0.5854847444817551
17778	H1	Association	ASSOC	698.986	0.083152875	-0.5869895829483994
17779	H1	Association	ASSOC	699.486	0.08308455	-0.5849761529490479
17780	H1	Association	ASSOC	699.98505	0.08566947	-0.5839966251179703
17781	H1	Association	ASSOC	700.484	0.08435962	-0.5845967023298272
17782	H1	Association	ASSOC	700.98303	0.084649585	-0.5837093828842171
17783	H1	Association	ASSOC	701.48206	0.08422361	-0.5848039998337754
17784	H1	Association	ASSOC	701.98206	0.081132896	-0.5896634845659264
17785	H1	Association	ASSOC	702.49603	0.08386647	-0.5833030878231057
17786	H1	Association	ASSOC	702.98004	0.08312798	-0.5857620029375085
17787	H1	Association	ASSOC	703.495	0.08406032	-0.5855758576318749
17788	H1	Association	ASSOC	703.994	0.08506244	-0.5873474417850503
17789	H1	Association	ASSOC	704.49304	0.081492566	-0.5879338024780282
17790	H1	Association	ASSOC	704.99207	0.080533884	-0.5896420715972909
17791	H1	Association	ASSOC	705.49207	0.08079289	-0.59099918740244
17792	H1	Association	ASSOC	705.991	0.08312144	-0.5883031724617013
17793	H1	Association	ASSOC	706.49	0.08404432	-0.5876250876709946
17794	H1	Association	ASSOC	706.989	0.08318726	-0.5874702422544488
17795	H1	Association	ASSOC	707.48804	0.08394155	-0.5889867706820496
17796	H1	Association	ASSOC	707.98804	0.08078514	-0.5905157341286668
17797	H1	Association	ASSOC	708.48706	0.08335517	-0.5877193822190293
17798	H1	Association	ASSOC	708.986	0.085418865	-0.5894238962456712
17799	H1	Association	ASSOC	709.48505	0.0823599	-0.5911329327747353
17800	H1	Association	ASSOC	709.984	0.08574531	-0.5872300951406487
17801	H1	Association	ASSOC	710.484	0.08451504	-0.5862139849588403
17802	H1	Association	ASSOC	710.98303	0.0846164	-0.589429685346795
17803	H1	Association	ASSOC	711.48206	0.08495811	-0.58764787154646
17804	H1	Association	ASSOC	711.981	0.08473599	-0.5866846902892121
17805	H1	Association	ASSOC	712.49603	0.08409374	-0.5866143642589577
17806	H1	Association	ASSOC	712.995	0.082549885	-0.592466266326619
17807	H1	Association	ASSOC	713.494	0.083286345	-0.5892168148085603
17808	H1	Association	ASSOC	713.99304	0.08399119	-0.5900318263694772
17809	H1	Association	ASSOC	714.49304	0.084999286	-0.5868348716423043
17810	H1	Association	ASSOC	714.99207	0.08459002	-0.5890230997130402
17811	H1	Association	ASSOC	715.491	0.082336485	-0.5889819129035004
17812	H1	Association	ASSOC	715.99	0.0841066	-0.5862780897542962
17813	H1	Association	ASSOC	716.489	0.084636204	-0.5896003781482705
17814	H1	Association	ASSOC	716.989	0.08116565	-0.5942569463178643
17815	H1	Association	ASSOC	717.48804	0.08527427	-0.5910016237422951
17816	H1	Association	ASSOC	717.98706	0.0843219	-0.5890186442658433
17817	H1	Association	ASSOC	718.486	0.08203953	-0.5925596891567239
17818	H1	Association	ASSOC	718.98505	0.08344453	-0.5881802974864968
17819	H1	Association	ASSOC	719.48505	0.08236653	-0.5880688815042504
17820	H1	Association	ASSOC	719.984	0.08517771	-0.5886809765026101
17821	H1	Association	ASSOC	720.48303	0.083243795	-0.5916866450235375
17822	H1	Association	ASSOC	720.98206	0.08159373	-0.593653568498803
17823	H1	Association	ASSOC	721.497	0.085403144	-0.5936130745932587
17824	H1	Association	ASSOC	721.981	0.08354055	-0.5920028625652322
17825	H1	Association	ASSOC	722.495	0.086590335	-0.5908672227189072
17826	H1	Association	ASSOC	722.995	0.083229564	-0.5947603224441537
17827	H1	Association	ASSOC	723.494	0.08085559	-0.5944355739876755
17828	H1	Association	ASSOC	723.99304	0.08539365	-0.5920271291062363
17829	H1	Association	ASSOC	724.49207	0.08366264	-0.5920307426378258
17830	H1	Association	ASSOC	724.991	0.08500067	-0.5910779921934136
17831	H1	Association	ASSOC	725.491	0.08517641	-0.59067641334982
17832	H1	Association	ASSOC	725.99	0.08066728	-0.597265863291932
17833	H1	Association	ASSOC	726.489	0.08243084	-0.5944788916632661
17834	H1	Association	ASSOC	726.98804	0.08248481	-0.5940530462786683
17835	H1	Association	ASSOC	727.48706	0.08333912	-0.5914816497489938
17836	H1	Association	ASSOC	727.98706	0.086942	-0.5904330624863633
17837	H1	Association	ASSOC	728.486	0.085720524	-0.5909451259896287
17838	H1	Association	ASSOC	728.98505	0.084026545	-0.5942204161211976
17839	H1	Association	ASSOC	729.484	0.084044516	-0.5905964239165314
17840	H1	Association	ASSOC	729.98303	0.085374095	-0.5907417027875909
17841	H1	Association	ASSOC	730.48303	0.084901504	-0.5941312848255166
17842	H1	Association	ASSOC	730.98206	0.08529623	-0.5915389372632035
17843	H1	Association	ASSOC	731.481	0.085963584	-0.5916898934766778
17844	H1	Association	ASSOC	731.99603	0.08576524	-0.5899651511237153
17845	H1	Association	ASSOC	732.495	0.08502069	-0.5900128050372132
17846	H1	Association	ASSOC	732.994	0.08469661	-0.5919478772804269
17847	H1	Association	ASSOC	733.49304	0.08258504	-0.5951246483847626
17848	H1	Association	ASSOC	733.99304	0.086608	-0.5916880755350121
17849	H1	Association	ASSOC	734.49207	0.08208195	-0.5975223867818841
17850	H1	Association	ASSOC	734.991	0.08449663	-0.5975013090893754
17851	H1	Association	ASSOC	735.49	0.085266076	-0.5907876728698739
17852	H1	Association	ASSOC	735.989	0.08476711	-0.594532349579049
17853	H1	Association	ASSOC	736.489	0.08616061	-0.5927398590967187
17854	H1	Association	ASSOC	736.98804	0.08358393	-0.5962431518957146
17855	H1	Association	ASSOC	737.48706	0.08428017	-0.5946671454832085
17856	H1	Association	ASSOC	737.986	0.085895196	-0.5930099202916154
17857	H1	Association	ASSOC	738.48505	0.08684754	-0.5912224515006074
17858	H1	Association	ASSOC	738.984	0.086799204	-0.5910225375220307
17859	H1	Association	ASSOC	739.484	0.0801	-0.5998776419684418
17860	H1	Association	ASSOC	739.98303	0.08378466	-0.5965659259483346
17861	H1	Association	ASSOC	740.48206	0.08477115	-0.5912510691806802
17862	H1	Association	ASSOC	740.997	0.084776975	-0.5916393487379082
17863	H1	Association	ASSOC	741.49603	0.08742785	-0.5929294763729104
17864	H1	Association	ASSOC	741.995	0.086165264	-0.5931494547650346
17865	H1	Association	ASSOC	742.494	0.0847242	-0.5962342335507401
17866	H1	Association	ASSOC	742.994	0.0854868	-0.5931208296343812
17867	H1	Association	ASSOC	743.49304	0.08364872	-0.5952395884916314
17868	H1	Association	ASSOC	743.99207	0.08753358	-0.5953380479142197
17869	H1	Association	ASSOC	744.491	0.08477301	-0.5935486941263207
17870	H1	Association	ASSOC	744.99	0.08570836	-0.5931028215810784
17871	H1	Association	ASSOC	745.49	0.08401523	-0.595458635561181
17872	H1	Association	ASSOC	745.989	0.0837884	-0.5950079946443566
17873	H1	Association	ASSOC	746.48804	0.08468417	-0.5969497053548821
17874	H1	Association	ASSOC	746.98706	0.084644854	-0.5979872210547456
17875	H1	Association	ASSOC	747.486	0.08800272	-0.5937109677717217
17876	H1	Association	ASSOC	747.986	0.08706579	-0.5930091230794915
17877	H1	Association	ASSOC	748.48505	0.083683275	-0.595541739337159
17878	H1	Association	ASSOC	748.984	0.087848864	-0.5938369272872933
17879	H1	Association	ASSOC	749.48303	0.08601187	-0.5954622043892869
17880	H1	Association	ASSOC	749.98206	0.08380527	-0.5977715043947228
17881	H1	Association	ASSOC	750.48206	0.08560823	-0.5958015336319932
17882	H1	Association	ASSOC	750.981	0.08653308	-0.591616728775216
17883	H1	Association	ASSOC	751.49603	0.08494994	-0.5974763198420533
17884	H1	Association	ASSOC	751.995	0.08747011	-0.5935479341670998
17885	H1	Association	ASSOC	752.494	0.08566168	-0.5930905504748353
17886	H1	Association	ASSOC	752.99304	0.08894876	-0.5952576561495789
17887	H1	Association	ASSOC	753.49207	0.08603167	-0.5946901379749306
17888	H1	Association	ASSOC	753.99207	0.08639417	-0.5951828448698052
17889	H1	Association	ASSOC	754.491	0.08436019	-0.5975979952737817
17890	H1	Association	ASSOC	754.99	0.08358385	-0.5994127108380326
17891	H1	Association	ASSOC	755.489	0.08531036	-0.5958696244880685
17892	H1	Association	ASSOC	755.98804	0.0834109	-0.5981106250211724
17893	H1	Association	ASSOC	756.48804	0.08741455	-0.5961925997063645
17894	H1	Association	ASSOC	756.98706	0.084498405	-0.599662648014737
17895	H1	Association	ASSOC	757.486	0.085417844	-0.5978595106527337
17896	H1	Association	ASSOC	757.98505	0.08556126	-0.5978953255936631
17897	H1	Association	ASSOC	758.484	0.087781444	-0.5945582701489457
17898	H1	Association	ASSOC	758.98303	0.085191146	-0.5977614237591752
17899	H1	Association	ASSOC	759.48303	0.088248245	-0.5965142785236367
17900	H1	Association	ASSOC	759.98206	0.08622773	-0.5978235317990311
17901	H1	Association	ASSOC	760.481	0.08649208	-0.5998893095776566
17902	H1	Association	ASSOC	760.99603	0.084734224	-0.5967032550498971
17903	H1	Association	ASSOC	761.495	0.08772719	-0.5974486334845551
17904	H1	Association	ASSOC	761.994	0.08531559	-0.5975550203248986
17905	H1	Association	ASSOC	762.49304	0.085438885	-0.5987857072278985
17906	H1	Association	ASSOC	762.99304	0.08477452	-0.5995980738327035
17907	H1	Association	ASSOC	763.49207	0.08562663	-0.5987231298014649
17908	H1	Association	ASSOC	763.991	0.08577921	-0.6003923057243356
17909	H1	Association	ASSOC	764.49	0.08671143	-0.5976782082244881
17910	H1	Association	ASSOC	764.989	0.08548933	-0.5971426232382783
